F1: 0.02597,Precision: 0.02597,Recall: 0.02597,,
1,11,San Jose,http://dbpedia.org/resource/Pacific_Coast_Championships,"http://dbpedia.org/resource/San_Jose,_California,_United_States http://dbpedia.org/resource/Capital_of_silicon_valley http://dbpedia.org/resource/Peter_Burnett_Academy http://dbpedia.org/resource/The_Capital_of_Silicon_Valley http://dbpedia.org/resource/San_José,_California http://dbpedia.org/resource/San_José,_CA http://dbpedia.org/resource/37°_19′_24.55″_N,_121°_53′_32.21″_W http://dbpedia.org/resource/San_Jose_(California) http://dbpedia.org/resource/El_Pueblo_de_San_José_de_Guadalupe http://dbpedia.org/resource/George_Miner_Elementary_School http://dbpedia.org/resource/Burnett_Academy http://dbpedia.org/resource/San_Jose,_United_States http://dbpedia.org/resource/San_Jose,_Calif. http://dbpedia.org/resource/San_Jose,_USA http://dbpedia.org/resource/San_Jose_California http://dbpedia.org/resource/San_Jose,_California http://dbpedia.org/resource/City_of_San_Jose,_California http://dbpedia.org/resource/UN/LOCODE:USSJC http://dbpedia.org/resource/Santa_Clara_Field_Sports_park http://dbpedia.org/resource/CA_San_Jose http://dbpedia.org/resource/San_Jose_(CA) http://dbpedia.org/resource/San_jose,_ca http://dbpedia.org/resource/San_Jose,_California,_USA http://dbpedia.org/resource/San_Jose,_CA http://dbpedia.org/resource/San_jose_ca http://dbpedia.org/resource/San_Jose,_Ca. http://dbpedia.org/resource/San_Jose_(United_States)"
1,12,Anaheim,http://dbpedia.org/resource/2005_IBF_World_Championships,"http://dbpedia.org/resource/Anaheim_Canyon http://dbpedia.org/resource/Zion_Lutheran_School,_Anaheim_California http://dbpedia.org/resource/Anaheim,_Calif. http://dbpedia.org/resource/Anahiem http://dbpedia.org/resource/Anaheim_(CA) http://dbpedia.org/resource/Anaheim,_ca http://dbpedia.org/resource/Anaheim,_Los_Angeles http://dbpedia.org/resource/UN/LOCODE:USANA http://dbpedia.org/resource/Anahiem,_Calif. http://dbpedia.org/resource/West_Anaheim,_Anaheim,_California http://dbpedia.org/resource/Anaheim,_CA http://dbpedia.org/resource/Anahiem,_CA http://dbpedia.org/resource/Anaheim,_California http://dbpedia.org/resource/Anaheim http://dbpedia.org/resource/Geography_of_Anaheim http://dbpedia.org/resource/Anahiem,_California http://dbpedia.org/resource/Campo_Aleman"
1,13,Phoenix,http://dbpedia.org/resource/Virginia_Slims_of_Arizona,"http://dbpedia.org/resource/Phoenix,_United_States http://dbpedia.org/resource/Paradise_Valley,_Phoenix,_Arizona http://dbpedia.org/resource/Phoenix_az http://dbpedia.org/resource/Phenix,_arizona http://dbpedia.org/resource/Fenix,_AZ http://dbpedia.org/resource/Phoenix,_USA http://dbpedia.org/resource/Biltmore_District http://dbpedia.org/resource/Phoenix,_az http://dbpedia.org/resource/City_of_Phoenix,_Arizona http://dbpedia.org/resource/Phoenix,_Arizona,_USA http://dbpedia.org/resource/Phoenix,_AZ http://dbpedia.org/resource/Phoenix_(AZ) http://dbpedia.org/resource/Phx,_AZ http://dbpedia.org/resource/Deer_Valley,_Phoenix,_Arizona http://dbpedia.org/resource/The_602 http://dbpedia.org/resource/North_Mountain,_Phoenix,_Arizona http://dbpedia.org/resource/Phoenix,_Arizona http://dbpedia.org/resource/Swilling's_Mill http://dbpedia.org/resource/Phoenix,_Az http://dbpedia.org/resource/North_Gateway,_Phoenix,_Arizona http://dbpedia.org/resource/Estrella,_Phoenix http://dbpedia.org/resource/Phenix,_az http://dbpedia.org/resource/Phoenix_City http://dbpedia.org/resource/South_Mountain,_Phoenix,_Arizona http://dbpedia.org/resource/Phoenix_Arizona http://dbpedia.org/resource/Fenix,_Arizona http://dbpedia.org/resource/Deer_Valley,_Arizona http://dbpedia.org/resource/Capital_of_Arizona http://dbpedia.org/resource/Phoenix,_Ariz. http://dbpedia.org/resource/Phoenix_(city) http://dbpedia.org/resource/UN/LOCODE:USPHX http://dbpedia.org/resource/Arizona_Phoenix http://dbpedia.org/resource/Phx,_az http://dbpedia.org/resource/Desert_View,_Phoenix,_Arizona http://dbpedia.org/resource/Pheonix,_Arizona http://dbpedia.org/resource/City_of_Phoenix"
1,15,San Diego,http://it.dbpedia.org/resource/San_Diego_Challenger,"http://dbpedia.org/resource/Bell_Junior_High_School http://dbpedia.org/resource/San_Diego_(CA) http://dbpedia.org/resource/Crime_in_San_Diego http://dbpedia.org/resource/San_Diego http://dbpedia.org/resource/Urban_Communities_of_San_Diego http://dbpedia.org/resource/Pill_Hill,_San_Diego,_California http://dbpedia.org/resource/San_Diego_CA http://dbpedia.org/resource/Sandy_Eggo http://dbpedia.org/resource/San_Diego,_California,_USA http://dbpedia.org/resource/San_Diego,_CA http://dbpedia.org/resource/San_Diego,_California http://dbpedia.org/resource/San_diego http://dbpedia.org/resource/Venturan http://dbpedia.org/resource/San_Diego,_California,_U.S. http://dbpedia.org/resource/San_Diego,_United_States http://dbpedia.org/resource/San_Diego,_California,_US http://dbpedia.org/resource/America's_Finest_City http://dbpedia.org/resource/San_Diego,_USA http://dbpedia.org/resource/San_Deigo,_California http://dbpedia.org/resource/San_Diego,_Ca http://dbpedia.org/resource/San_diego,_ca http://dbpedia.org/resource/San_Deigo http://dbpedia.org/resource/San_diego,_CA http://dbpedia.org/resource/Dan_Diego http://dbpedia.org/resource/San_diego_beaches http://dbpedia.org/resource/San_Diego_California http://dbpedia.org/resource/Sandiego http://dbpedia.org/resource/San_Diego,_Calif. http://dbpedia.org/resource/San_Diegan http://dbpedia.org/resource/The_weather_in_San_Diego http://dbpedia.org/resource/City_of_San_Diego http://dbpedia.org/resource/San_deigo http://dbpedia.org/resource/San_Diego_(Calif.) http://dbpedia.org/resource/UN/LOCODE:USSAN http://dbpedia.org/resource/San_Diego,_California,_U.S.A."
1,16,Las Vegas,http://dbpedia.org/resource/Alan_King_Tennis_Classic,"http://dbpedia.org/resource/Greater_Las_Vegas http://dbpedia.org/resource/Las_Vegas,_USA http://dbpedia.org/resource/Las_Vegas,_Nevada,_USA http://dbpedia.org/resource/Las_Vegas_Valley http://dbpedia.org/resource/Las_Vegas_area http://dbpedia.org/resource/Las_Vegas_metropolitan_area http://dbpedia.org/resource/Los_Vegas"
1,17,Salt Lake City,http://dbpedia.org/resource/Salt_Lake_City_Open_(tennis),"http://dbpedia.org/resource/Capital_of_Utah http://dbpedia.org/resource/Salt_Lake_City,_Ut http://dbpedia.org/resource/Saltlake_City http://dbpedia.org/resource/Grid_plan_(Salt_Lake_City) http://dbpedia.org/resource/Salt_Lake_City,_UT,_USA http://dbpedia.org/resource/UN/LOCODE:USSLC http://dbpedia.org/resource/Salt_lake_city http://dbpedia.org/resource/Salt_Lake_City_(UT) http://dbpedia.org/resource/Salt_Lake_City http://dbpedia.org/resource/Salt_Lake_City,_USA http://dbpedia.org/resource/Salt_Lake_city http://dbpedia.org/resource/Great_Salt_Lake_City http://dbpedia.org/resource/Salt_Lake_City,_Utah,_USA http://dbpedia.org/resource/J.E._Cosgriff_Memorial_Catholic_School http://dbpedia.org/resource/Salt_Lake_City,_Utah http://dbpedia.org/resource/Salt_Lake,_UT http://dbpedia.org/resource/Kilby_Court http://dbpedia.org/resource/Salt_Lake,_Utah http://dbpedia.org/resource/Salt_Lake_City_,_Utah http://dbpedia.org/resource/Salt_Lake_Cit http://dbpedia.org/resource/SL,_UT http://dbpedia.org/resource/Utah_state_capital http://dbpedia.org/resource/Salt_Lake_City,_UT"
1,18,Nampa,"http://dbpedia.org/resource/Boise,_Idaho","http://dbpedia.org/resource/History_of_Nampa,_Idaho http://dbpedia.org/resource/Nampa_ID http://dbpedia.org/resource/Nampa,_Id http://dbpedia.org/resource/Nampa,_ID http://dbpedia.org/resource/UN/LOCODE:USNPA http://dbpedia.org/resource/Nampa,_Idaho"
1,19,North Little Rock,http://dbpedia.org/resource/Little_Rock_Open,"http://dbpedia.org/resource/Argenta,_Arkansas http://dbpedia.org/resource/North_Little_Rock,_AR http://dbpedia.org/resource/N._Little_Rock,_AR http://dbpedia.org/resource/History_of_North_Little_Rock,_Arkansas http://dbpedia.org/resource/North_Little_Rock http://dbpedia.org/resource/North_Little_Rock,_Ar http://dbpedia.org/resource/No_Little_Rock,_AR http://dbpedia.org/resource/North_Little_Rock,_Arkansas http://dbpedia.org/resource/UN/LOCODE:USNLW http://dbpedia.org/resource/N._Little_Rock,_Arkansas http://dbpedia.org/resource/N_Little_Rock,_Arkansas http://dbpedia.org/resource/N_Little_Rock,_AR"
1,20,Lafayette,http://fr.dbpedia.org/resource/Tournoi_de_tennis_de_Lafayette,"http://dbpedia.org/resource/Lafayette,_Louisiana http://dbpedia.org/resource/Lafayette_(LA) http://dbpedia.org/resource/Lafayette,_la http://dbpedia.org/resource/UN/LOCODE:USLFT http://dbpedia.org/resource/Lafeyette,_Louisiana http://dbpedia.org/resource/Lafayette,_LA http://dbpedia.org/resource/Lafayette_(Louisiana) http://dbpedia.org/resource/Lafayette,_La. http://dbpedia.org/resource/LJ_Alleman_Middle_School http://dbpedia.org/resource/Vermilionville"
1,21,Biloxi,http://dbpedia.org/resource/Biloxi_language,"http://dbpedia.org/resource/Biloxi http://dbpedia.org/resource/Biloxi,_MS http://dbpedia.org/resource/Biloxi,_Mississipi http://dbpedia.org/resource/Biloxi,_Miss. http://dbpedia.org/resource/Biloxi_Bay http://dbpedia.org/resource/UN/LOCODE:USBIX http://dbpedia.org/resource/Biloxi,_Mississippi http://dbpedia.org/resource/History_of_Biloxi,_Mississippi"
1,22,Chicago,http://dbpedia.org/resource/WCT_Chicago,"http://dbpedia.org/resource/Chichago http://dbpedia.org/resource/Chicago,_USA http://dbpedia.org/resource/Chicago,_Il http://dbpedia.org/resource/The_Paris_of_America http://dbpedia.org/resource/Land_of_smelly_onions http://dbpedia.org/resource/Religion_in_Chicago http://dbpedia.org/resource/Chicago,_Illinois,_United_States http://dbpedia.org/resource/Chicago,_IL. http://dbpedia.org/resource/Sayre_language_academy http://dbpedia.org/resource/Chicago_Finance_Committee http://dbpedia.org/resource/Chicago,_IL http://dbpedia.org/resource/Chicago,_Illinois,_U.S. http://dbpedia.org/resource/Chicago_il http://dbpedia.org/resource/Chi-Town http://dbpedia.org/resource/Chicago_(IL) http://dbpedia.org/resource/Chicago,_Illinois,_U.S.A. http://dbpedia.org/resource/City_of_Chicago,_Illinois http://dbpedia.org/resource/Chicago,_Ill. http://dbpedia.org/resource/Paris_of_America http://dbpedia.org/resource/Chi_town http://dbpedia.org/resource/Chicago,_Illionis http://dbpedia.org/resource/Chicago,_Illinois,_USA http://dbpedia.org/resource/UN/LOCODE:USCHI http://dbpedia.org/resource/Near_North_Montessori http://dbpedia.org/resource/Chicago,_United_States http://dbpedia.org/resource/Chicago_theatre http://dbpedia.org/resource/Hog_Butcher_for_the_World http://dbpedia.org/resource/City_of_Chicago http://dbpedia.org/resource/Transport_in_Chicago http://dbpedia.org/resource/Chi-Beria http://dbpedia.org/resource/Chicago_theater_scene http://dbpedia.org/resource/Chicago_theatre_scene http://dbpedia.org/resource/Chcago http://dbpedia.org/resource/Chi_City http://dbpedia.org/resource/List_of_sister_cities_of_Chicago http://dbpedia.org/resource/Chicago_(Ill.) http://dbpedia.org/resource/USCHI http://dbpedia.org/resource/Chicago_Illinois http://dbpedia.org/resource/The_weather_in_Chicago http://dbpedia.org/resource/City_of_chicago http://dbpedia.org/resource/Chicago,_Illinois http://dbpedia.org/resource/Chicago,_Illinois,_US http://dbpedia.org/resource/Sister_Cities_Chicago http://dbpedia.org/resource/Sister_cities_of_Chicago http://dbpedia.org/resource/Sister_Cities_of_Chicago http://dbpedia.org/resource/Chicago,_WI http://dbpedia.org/resource/Chicago_Transportation_Committee http://dbpedia.org/resource/Chicago,_Wisconsin http://dbpedia.org/resource/Chicago http://dbpedia.org/resource/Performing_arts_in_Chicago"
1,23,Milwaukee,http://dbpedia.org/resource/ABC_Supply_Wisconsin_250,"http://dbpedia.org/resource/Milwaukee,_wi http://dbpedia.org/resource/Milwaukee,_Wisconsin,_USA http://dbpedia.org/resource/Millwaukee http://dbpedia.org/resource/Milwaukee,_Wisc. http://dbpedia.org/resource/Milwauekee http://dbpedia.org/resource/Milwaukee_(WI) http://dbpedia.org/resource/Kilbourntown http://dbpedia.org/resource/Milwaukee,_Wisconsin http://dbpedia.org/resource/Milwaukee,_Wi http://dbpedia.org/resource/Milwaukee,_WI http://dbpedia.org/resource/Milwaukee http://dbpedia.org/resource/UN/LOCODE:USMKE http://dbpedia.org/resource/Music_of_Milwaukee http://dbpedia.org/resource/Wisconsin/Milwaukee http://dbpedia.org/resource/Juneautown http://dbpedia.org/resource/Milwaukee,_USA"
1,24,Minneapolis,http://dbpedia.org/resource/Neighborhoods_of_Minneapolis,"http://dbpedia.org/resource/Minneapolis,MN http://dbpedia.org/resource/City_of_Minneapolis http://dbpedia.org/resource/Minneapolis,_Hennepin_County,_Minnesota http://dbpedia.org/resource/Minneapolis,_United_States http://dbpedia.org/resource/UN/LOCODE:USMES http://dbpedia.org/resource/Minneapolis,_Minnestoa http://dbpedia.org/resource/Minneapolis,_Minnesota,_U.S.A. http://dbpedia.org/resource/Murderapolis http://dbpedia.org/resource/Mineapolis http://dbpedia.org/resource/Minneapolis,_MN http://dbpedia.org/resource/Minneapolis,_Mn http://dbpedia.org/resource/Minneapolis http://dbpedia.org/resource/Minneapolis,_Minnesota,_U.S. http://dbpedia.org/resource/Minneapolis_MN http://dbpedia.org/resource/First_city_of_the_west http://dbpedia.org/resource/Walker_Methodist_Health_Center http://dbpedia.org/resource/Minneapolis_(MN) http://dbpedia.org/resource/Minneapolis,Minnesota http://dbpedia.org/resource/Minneapolis,_MI http://dbpedia.org/resource/Minneapolis,_Minnesota,_USA http://dbpedia.org/resource/Minneapolis,_Minnesota,_US http://dbpedia.org/resource/Metropolitan_Opera_House_(Minneapolis,_Minnesota) http://dbpedia.org/resource/Minneapolis,_Minn. http://dbpedia.org/resource/Minneapolis_(Minn.) http://dbpedia.org/resource/Minneapolis,_mn http://dbpedia.org/resource/Minneapolis_Minnesota http://dbpedia.org/resource/Minneapolitan http://dbpedia.org/resource/Mpls. http://dbpedia.org/resource/Minneapolis,_Minnesota http://dbpedia.org/resource/Minneapolis,_USA"
1,25,Fargo,http://dbpedia.org/resource/1982_Wells_Fargo_Open,"http://dbpedia.org/resource/UN/LOCODE:USFAR http://dbpedia.org/resource/Edgewood_Golf_Course http://dbpedia.org/resource/Fargo,_ND http://dbpedia.org/resource/Centralia,_North_Dakota http://dbpedia.org/resource/Fargo_Fire_of_1893 http://dbpedia.org/resource/Fargo_ND http://dbpedia.org/resource/Prairiewood_Golf_Course http://dbpedia.org/resource/Fargonite http://dbpedia.org/resource/Rose_Creek_Golf_Course http://dbpedia.org/resource/History_of_Fargo,_North_Dakota http://dbpedia.org/resource/Fargo_Country_Club http://dbpedia.org/resource/Centralia,_ND http://dbpedia.org/resource/List_of_tallest_buildings_in_Fargo http://dbpedia.org/resource/Downtown_Fargo,_North_Dakota http://dbpedia.org/resource/Fargo,_North_Dakota http://dbpedia.org/resource/Osgood_Golf_Course http://dbpedia.org/resource/Fargo,_South_Dakota http://dbpedia.org/resource/Fargo,ND"
